module,normal_time,skipkernel_time
Mathlib.Algebra.MvPolynomial.Equiv,0m3.870s,0m3.852s
Mathlib.CategoryTheory.GradedObject.Braiding,0m2.394s,0m2.416s
Mathlib.GroupTheory.Perm.MaximalSubgroups,0m3.872s,0m3.961s
Mathlib.CategoryTheory.Subobject.Types,0m1.701s,0m1.587s
Mathlib.CategoryTheory.Topos.Classifier,0m2.012s,0m2.023s
Mathlib.RingTheory.MvPowerSeries.NoZeroDivisors,0m3.426s,0m3.331s
Mathlib.CategoryTheory.Subobject.Comma,0m2.116s,0m2.121s
Mathlib.RingTheory.Bialgebra.Equiv,0m4.335s,0m4.439s
Mathlib.CategoryTheory.Adjunction.Lifting.Right,0m2.026s,0m2.027s
Mathlib.CategoryTheory.Sites.Spaces,0m1.581s,0m1.489s
Mathlib.CategoryTheory.Adjunction.Lifting.Left,0m2.012s,0m2.074s
Mathlib.CategoryTheory.Monad.Comonadicity,0m2.498s,0m2.507s
Mathlib.CategoryTheory.Monad.Monadicity,0m2.432s,0m2.389s
Mathlib.CategoryTheory.Sites.Finite,0m1.484s,0m1.482s
Mathlib.CategoryTheory.Subobject.Lattice,0m3.550s,0m3.560s
Mathlib.CategoryTheory.Sites.Preserves,0m1.564s,0m1.580s
Mathlib.RingTheory.Finiteness.Projective,0m1.605s,0m1.572s
Mathlib.RingTheory.SimpleModule.InjectiveProjective,0m1.704s,0m1.592s
Mathlib.CategoryTheory.Sites.SheafOfTypes,0m2.209s,0m2.090s
Mathlib.CategoryTheory.ObjectProperty.SiteLocal,0m1.398s,0m1.404s
Mathlib.CategoryTheory.Sites.Hypercover.ZeroFamily,0m1.594s,0m1.491s
Mathlib.CategoryTheory.Galois.GaloisObjects,0m1.922s,0m1.881s
Mathlib.CategoryTheory.Types.Monomorphisms,0m1.393s,0m1.368s
Mathlib.Algebra.Azumaya.Defs,0m2.344s,0m2.322s
Mathlib.CategoryTheory.MorphismProperty.Local,0m1.588s,0m1.574s
Mathlib.CategoryTheory.Localization.FiniteProducts,0m1.607s,0m1.595s
Mathlib.CategoryTheory.Abelian.Monomorphisms,0m1.374s,0m1.381s
Mathlib.CategoryTheory.MorphismProperty.LiftingProperty,0m1.498s,0m1.488s
Mathlib.AlgebraicTopology.ModelCategory.JoyalTrick,0m1.809s,0m1.710s
Mathlib.CategoryTheory.MorphismProperty.Descent,0m1.588s,0m1.574s
Mathlib.CategoryTheory.Limits.Shapes.Pullback.Square,0m1.383s,0m1.478s
Mathlib.AlgebraicTopology.RelativeCellComplex.AttachCells,0m2.123s,0m2.088s
Mathlib.Algebra.Category.Grp.ChosenFiniteProducts,0m1.405s,0m1.396s
Mathlib.RingTheory.TensorProduct.IsBaseChangePi,0m2.231s,0m2.204s
Mathlib.CategoryTheory.MorphismProperty.OverAdjunction,0m5.162s,0m4.892s
Mathlib.CategoryTheory.Shift.Opposite,0m2.944s,0m2.901s
Mathlib.RingTheory.GradedAlgebra.Homogeneous.Ideal,0m3.535s,0m3.431s
Mathlib.CategoryTheory.Abelian.Transfer,0m1.913s,0m1.915s
Mathlib.CategoryTheory.Abelian.Opposite,0m3.246s,0m3.097s
Mathlib.CategoryTheory.MorphismProperty.Representable,0m5.326s,0m5.053s
Mathlib.Algebra.Category.ModuleCat.EpiMono,0m1.701s,0m1.795s
Mathlib.Algebra.Category.ModuleCat.Algebra,0m1.831s,0m1.869s
Mathlib.CategoryTheory.Shift.InducedShiftSequence,0m2.114s,0m2.110s
Mathlib.Algebra.Category.AlgCat.Basic,0m2.853s,0m2.693s
Mathlib.CategoryTheory.Limits.ConcreteCategory.WithAlgebraicStructures,0m1.904s,0m1.804s
Mathlib.RingTheory.Morita.Matrix,0m1.586s,0m1.589s
Mathlib.Algebra.Category.ModuleCat.Tannaka,0m1.776s,0m1.687s
Mathlib.CategoryTheory.Preadditive.Yoneda.Basic,0m2.923s,0m2.832s
Mathlib.Algebra.Category.Grp.ZModuleEquivalence,0m1.486s,0m1.495s
Mathlib.CategoryTheory.Localization.Linear,0m1.608s,0m1.580s
Mathlib.Algebra.Category.ModuleCat.Products,0m2.211s,0m2.155s
Mathlib.Algebra.Category.ModuleCat.Colimits,0m2.336s,0m2.307s
Mathlib.Algebra.Category.CoalgCat.Basic,0m2.454s,0m2.395s
Mathlib.CategoryTheory.Shift.ShiftedHom,0m2.014s,0m1.975s
Mathlib.Algebra.Homology.ShortComplex.Preadditive,0m7.186s,0m7.100s
Mathlib.Topology.MetricSpace.Ultra.Basic,0m1.603s,0m1.581s
Mathlib.CategoryTheory.Monoidal.Linear,0m1.676s,0m1.617s
Mathlib.CategoryTheory.Quotient.Linear,0m1.784s,0m1.683s
Mathlib.Topology.MetricSpace.Cauchy,0m1.674s,0m1.610s
Mathlib.Algebra.Category.ModuleCat.Limits,0m3.725s,0m3.458s
Mathlib.CategoryTheory.Distributive.Monoidal,0m2.209s,0m2.211s
Mathlib.Topology.EMetricSpace.Pi,0m1.692s,0m1.734s
Mathlib.Topology.MetricSpace.Pseudo.Basic,0m2.286s,0m2.286s
Mathlib.Topology.EMetricSpace.Paracompact,0m2.804s,0m2.658s
Mathlib.Analysis.Convex.SimplicialComplex.Basic,0m1.982s,0m1.988s
Mathlib.Analysis.Convex.Extreme,0m2.061s,0m2.131s
Mathlib.Analysis.Convex.Join,0m2.750s,0m2.661s
Mathlib.Topology.UniformSpace.AbstractCompletion,0m2.073s,0m2.066s
Mathlib.CategoryTheory.Triangulated.Basic,0m5.952s,0m5.752s
Mathlib.CategoryTheory.Idempotents.Karoubi,0m2.201s,0m2.111s
Mathlib.LinearAlgebra.Alternating.Uncurry.Fin,0m3.248s,0m3.084s
Mathlib.Geometry.Convex.Cone.Basic,0m4.054s,0m3.929s
Mathlib.Topology.UniformSpace.UniformConvergenceTopology,0m3.640s,0m3.424s
Mathlib.Analysis.Convex.Piecewise,0m2.676s,0m2.610s
Mathlib.Analysis.Convex.Slope,0m2.693s,0m2.488s
Mathlib.LinearAlgebra.Matrix.AbsoluteValue,0m1.817s,0m1.794s
Mathlib.LinearAlgebra.Matrix.Determinant.TotallyUnimodular,0m1.998s,0m1.983s
Mathlib.Analysis.Convex.Mul,0m4.284s,0m4.072s
Mathlib.Analysis.Convex.Combination,0m7.690s,0m7.463s
Mathlib.LinearAlgebra.CrossProduct,0m3.152s,0m3.018s
Mathlib.LinearAlgebra.Matrix.Determinant.Misc,0m1.892s,0m1.775s
Mathlib.LinearAlgebra.Matrix.Reindex,0m1.988s,0m1.994s
Mathlib.GroupTheory.SpecificGroups.Alternating.KleinFour,0m1.980s,0m1.875s
Mathlib.Algebra.Module.ZMod,0m2.142s,0m2.120s
Mathlib.LinearAlgebra.Matrix.Kronecker,0m4.682s,0m4.382s
Mathlib.RingTheory.Ideal.Quotient.Nilpotent,0m1.925s,0m1.882s
Mathlib.GroupTheory.RegularWreathProduct,0m2.606s,0m2.569s
Mathlib.RingTheory.Coalgebra.Convolution,0m4.256s,0m3.348s
Mathlib.RingTheory.Noetherian.Nilpotent,0m1.862s,0m1.616s
Mathlib.GroupTheory.Transfer,0m3.040s,0m2.924s
Mathlib.GroupTheory.Nilpotent,0m3.025s,0m2.912s
Mathlib.RingTheory.Finiteness.Nilpotent,0m2.026s,0m1.910s
Mathlib.RingTheory.ZMod,0m1.745s,0m1.683s
Mathlib.Topology.Algebra.Affine,0m2.109s,0m2.002s
Mathlib.Topology.Algebra.WithZeroTopology,0m1.919s,0m1.777s
Mathlib.GroupTheory.SpecificGroups.Quaternion,0m2.322s,0m2.304s
Mathlib.Dynamics.OmegaLimit,0m1.879s,0m1.922s
Mathlib.GroupTheory.CommutingProbability,0m2.619s,0m2.431s
Mathlib.Data.ZMod.Coprime,0m1.601s,0m1.573s
Mathlib.RingTheory.Localization.Rat,0m1.596s,0m1.558s
Mathlib.LinearAlgebra.InvariantBasisNumber,0m2.528s,0m2.399s
Mathlib.Topology.Algebra.Group.TopologicalAbelianization,0m1.578s,0m1.580s
Mathlib.Topology.Algebra.Order.LiminfLimsup,0m2.085s,0m2.077s
Mathlib.Topology.Algebra.Group.SubmonoidClosure,0m1.809s,0m1.892s
Mathlib.Topology.Algebra.Group.GroupTopology,0m1.801s,0m1.903s
Mathlib.NumberTheory.PythagoreanTriples,0m3.927s,0m3.745s
Mathlib.RingTheory.Valuation.ValuationRing,0m3.575s,0m3.372s
Mathlib.NumberTheory.Zsqrtd.GaussianInt,0m2.485s,0m2.512s
Mathlib.Topology.Algebra.Group.Pointwise,0m3.264s,0m3.334s
Mathlib.Topology.Algebra.IsUniformGroup.Defs,0m5.139s,0m5.133s
Mathlib.RingTheory.LocalRing.MaximalIdeal.Basic,0m1.695s,0m1.690s
Mathlib.RingTheory.Nakayama,0m2.849s,0m2.866s
Mathlib.NumberTheory.PellMatiyasevic,0m3.303s,0m3.105s
Mathlib.RingTheory.Ideal.AssociatedPrime,0m1.603s,0m1.582s
Mathlib.RingTheory.Ideal.MinimalPrime.Basic,0m1.798s,0m1.824s
Mathlib.Topology.Category.CompHausLike.Cartesian,0m1.716s,0m1.597s
Mathlib.LinearAlgebra.Matrix.Ideal,0m3.045s,0m3.122s
Mathlib.Topology.Category.CompHausLike.SigmaComparison,0m1.592s,0m1.551s
Mathlib.Algebra.DirectSum.Idempotents,0m1.813s,0m1.789s
Mathlib.Algebra.Polynomial.RingDivision,0m2.273s,0m2.294s
Mathlib.RingTheory.Localization.Algebra,0m3.792s,0m3.876s
Mathlib.RingTheory.Polynomial.Nilpotent,0m2.323s,0m2.277s
Mathlib.RingTheory.Ideal.AssociatedPrime.Finiteness,0m4.648s,0m4.484s
Mathlib.RingTheory.Bialgebra.MonoidAlgebra,0m3.161s,0m3.248s
Mathlib.Algebra.Polynomial.CoeffMem,0m3.063s,0m3.018s
Mathlib.Algebra.Polynomial.PartialFractions,0m2.206s,0m2.221s
Mathlib.LinearAlgebra.Matrix.Polynomial,0m1.894s,0m1.909s
Mathlib.Algebra.Polynomial.SumIteratedDerivative,0m2.301s,0m2.290s
Mathlib.Algebra.Polynomial.HasseDeriv,0m2.270s,0m2.305s
Mathlib.CategoryTheory.Filtered.Final,0m1.871s,0m1.895s
Mathlib.AlgebraicTopology.SimplicialSet.AnodyneExtensions.IsUniquelyCodimOneFace,0m1.491s,0m1.466s
Mathlib.CategoryTheory.Enriched.Limits.HasConicalLimits,0m1.483s,0m1.489s
Mathlib.CategoryTheory.Monoidal.Closed.FunctorToTypes,0m2.026s,0m2.022s
Mathlib.CategoryTheory.Enriched.Opposite,0m1.703s,0m1.664s
Mathlib.AlgebraicTopology.SimplicialSet.Nerve,0m2.744s,0m2.706s
Mathlib.RingTheory.AdicCompletion.Basic,0m9.450s,0m9.404s
Mathlib.CategoryTheory.Monoidal.Closed.Enrichment,0m1.483s,0m1.509s
Mathlib.CategoryTheory.Enriched.HomCongr,0m1.512s,0m1.605s
Mathlib.AlgebraicTopology.SimplicialSet.Skeleton,0m1.767s,0m1.685s
Mathlib.AlgebraicTopology.SimplicialSet.NonDegenerateSimplices,0m1.681s,0m1.675s
Mathlib.CategoryTheory.Bicategory.CatEnriched,0m3.564s,0m3.424s
Mathlib.Algebra.MvPolynomial.Supported,0m1.813s,0m1.786s
Mathlib.Algebra.MvPolynomial.CommRing,0m2.021s,0m1.918s
Mathlib.CategoryTheory.Enriched.FunctorCategory,0m4.077s,0m3.981s
Mathlib.Algebra.MvPolynomial.Monad,0m2.287s,0m2.279s
Mathlib.Algebra.Category.Grp.LeftExactFunctor,0m2.654s,0m2.424s
Mathlib.Algebra.MvPolynomial.Polynomial,0m1.600s,0m1.600s
Mathlib.Algebra.MvPolynomial.Cardinal,0m1.594s,0m1.697s
Mathlib.CategoryTheory.Monoidal.Closed.FunctorCategory.Complete,0m1.485s,0m1.484s
Mathlib.RingTheory.MvPowerSeries.Inverse,0m2.200s,0m2.212s
Mathlib.CategoryTheory.Simple,0m1.562s,0m1.566s
Mathlib.GroupTheory.Coxeter.Inversion,0m3.136s,0m3.041s
Mathlib.RingTheory.PowerSeries.Basic,0m3.626s,0m3.625s
Mathlib.CategoryTheory.ExtremalEpi,0m1.559s,0m1.466s
Mathlib.RingTheory.TensorProduct.MvPolynomial,0m4.753s,0m4.291s
Mathlib.CategoryTheory.Generator.Basic,0m2.422s,0m2.407s
Mathlib.CategoryTheory.Sites.Closed,0m1.685s,0m1.586s
Mathlib.CategoryTheory.Subobject.Limits,0m2.932s,0m2.914s
Mathlib.CategoryTheory.Galois.Decomposition,0m2.082s,0m2.207s
Mathlib.CategoryTheory.Preadditive.Injective.LiftingProperties,0m1.391s,0m1.411s
Mathlib.RingTheory.Bialgebra.TensorProduct,0m5.653s,0m5.357s
Mathlib.CategoryTheory.Preadditive.Projective.LiftingProperties,0m1.367s,0m1.391s
Mathlib.CategoryTheory.Dialectica.Monoidal,0m4.555s,0m4.179s
Mathlib.CategoryTheory.MorphismProperty.RetractArgument,0m1.737s,0m1.601s
Mathlib.Algebra.Homology.Square,0m1.482s,0m1.476s
Mathlib.CategoryTheory.Limits.Preserves.Shapes.Square,0m1.612s,0m1.577s
Mathlib.Algebra.Azumaya.Matrix,0m3.255s,0m2.924s
Mathlib.CategoryTheory.Sites.Sheaf,0m5.349s,0m4.658s
Mathlib.RingTheory.TensorProduct.IsBaseChangeFree,0m2.083s,0m2.103s
Mathlib.RingTheory.GradedAlgebra.Radical,0m2.303s,0m2.217s
Mathlib.CategoryTheory.Triangulated.Opposite.Basic,0m2.650s,0m2.498s
Mathlib.CategoryTheory.SmallObject.Construction,0m3.775s,0m3.551s
Mathlib.AlgebraicGeometry.ProjectiveSpectrum.Topology,0m3.015s,0m2.784s
Mathlib.RingTheory.TensorProduct.IsBaseChangeHom,0m3.642s,0m3.588s
Mathlib.Algebra.Category.ModuleCat.Injective,0m1.605s,0m1.587s
Mathlib.CategoryTheory.Action.Limits,0m2.776s,0m2.700s
Mathlib.Algebra.Category.ModuleCat.Projective,0m1.892s,0m1.869s
Mathlib.CategoryTheory.Preadditive.Yoneda.Projective,0m1.583s,0m1.566s
Mathlib.CategoryTheory.Preadditive.Yoneda.Injective,0m1.575s,0m1.578s
Mathlib.Algebra.Category.ModuleCat.Kernels,0m2.436s,0m2.352s
Mathlib.CategoryTheory.Adjunction.Additive,0m1.770s,0m1.901s
Mathlib.CategoryTheory.Linear.Yoneda,0m2.823s,0m2.555s
Mathlib.CategoryTheory.Shift.Linear,0m1.488s,0m1.400s
Mathlib.Algebra.Homology.ShortComplex.Exact,0m3.648s,0m3.613s
Mathlib.Topology.MetricSpace.Ultra.TotallySeparated,0m1.502s,0m1.499s
Mathlib.Algebra.Module.FinitePresentation,0m9.830s,0m9.687s
Mathlib.Algebra.Category.ModuleCat.FilteredColimits,0m2.396s,0m2.437s
Mathlib.CategoryTheory.Localization.SmallShiftedHom,0m2.512s,0m2.367s
Mathlib.Topology.UniformSpace.Real,0m1.485s,0m1.588s
Mathlib.Algebra.Category.BialgCat.Basic,0m2.941s,0m2.945s
Mathlib.CategoryTheory.Monoidal.Subcategory,0m2.292s,0m2.223s
Mathlib.CategoryTheory.Distributive.Cartesian,0m1.481s,0m1.511s
Mathlib.Algebra.Homology.ShortComplex.Linear,0m3.837s,0m3.706s
Mathlib.Topology.MetricSpace.Pseudo.Pi,0m1.804s,0m1.702s
Mathlib.Topology.EMetricSpace.Diam,0m1.739s,0m1.709s
Mathlib.CategoryTheory.Idempotents.Biproducts,0m1.674s,0m1.592s
Mathlib.Topology.UniformSpace.Completion,0m2.129s,0m2.196s
Mathlib.Algebra.Category.AlgCat.Limits,0m4.184s,0m3.566s
Mathlib.CategoryTheory.Triangulated.Rotate,0m2.963s,0m2.611s
Mathlib.CategoryTheory.Idempotents.KaroubiKaroubi,0m2.100s,0m2.039s
Mathlib.CategoryTheory.Idempotents.FunctorCategories,0m2.397s,0m2.313s
Mathlib.Analysis.Convex.Cone.Extension,0m2.238s,0m2.188s
Mathlib.Geometry.Convex.Cone.Pointed,0m2.548s,0m2.414s
Mathlib.CategoryTheory.Idempotents.FunctorExtension,0m3.803s,0m3.681s
Mathlib.Topology.UniformSpace.CompactConvergence,0m2.415s,0m2.327s
Mathlib.Topology.UniformSpace.Equicontinuity,0m2.212s,0m2.174s
Mathlib.Algebra.Category.ModuleCat.Monoidal.Basic,0m8.224s,0m4.701s
Mathlib.Analysis.Convex.StoneSeparation,0m2.758s,0m2.536s
Mathlib.Analysis.Convex.Independent,0m1.818s,0m1.796s
Mathlib.Analysis.Convex.Caratheodory,0m2.115s,0m1.992s
Mathlib.LinearAlgebra.Matrix.Vec,0m1.995s,0m1.901s
Mathlib.LinearAlgebra.Matrix.Basis,0m3.153s,0m2.600s
Mathlib.LinearAlgebra.Matrix.Transvection,0m3.033s,0m2.905s
Mathlib.Analysis.Convex.Jensen,0m3.535s,0m3.336s
Mathlib.LinearAlgebra.TensorProduct.Matrix,0m2.237s,0m2.196s
Mathlib.LinearAlgebra.Matrix.IsDiag,0m1.909s,0m1.750s
Mathlib.GroupTheory.Schreier,0m2.109s,0m2.067s
Mathlib.GroupTheory.Frattini,0m1.694s,0m1.696s
Mathlib.GroupTheory.SchurZassenhaus,0m2.138s,0m2.109s
Mathlib.Data.ZMod.QuotientRing,0m1.892s,0m1.874s
Mathlib.Analysis.Convex.Extrema,0m1.914s,0m1.875s
Mathlib.LinearAlgebra.Matrix.InvariantBasisNumber,0m1.878s,0m1.779s
Mathlib.Algebra.Module.Torsion.Basic,0m5.581s,0m5.375s
Mathlib.LinearAlgebra.Dimension.StrongRankCondition,0m2.913s,0m2.947s
Mathlib.Topology.Algebra.Ring.Basic,0m2.407s,0m2.403s
Mathlib.NumberTheory.FLT.Four,0m2.629s,0m2.500s
Mathlib.RingTheory.Valuation.Archimedean,0m2.643s,0m2.638s
Mathlib.Topology.Algebra.Group.Quotient,0m1.918s,0m1.893s
Mathlib.Analysis.Convex.Strict,0m2.951s,0m2.924s
Mathlib.Topology.Algebra.Group.Compact,0m1.597s,0m1.482s
Mathlib.Topology.Algebra.Order.UpperLower,0m1.704s,0m1.700s
Mathlib.Topology.Algebra.Group.OpenMapping,0m2.222s,0m2.224s
Mathlib.RingTheory.MatrixAlgebra,0m7.911s,0m7.609s
Mathlib.Topology.Algebra.IsUniformGroup.Order,0m1.621s,0m1.608s
Mathlib.RingTheory.LocalRing.ResidueField.Defs,0m1.558s,0m1.634s
Mathlib.Topology.Algebra.IsUniformGroup.Constructions,0m1.863s,0m1.840s
Mathlib.RingTheory.LocalRing.RingHom.Basic,0m1.812s,0m1.773s
Mathlib.RingTheory.LocalRing.NonLocalRing,0m1.704s,0m1.715s
Mathlib.Topology.Algebra.InfiniteSum.Group,0m3.186s,0m3.030s
Mathlib.RingTheory.DualNumber,0m2.909s,0m2.893s
Mathlib.RingTheory.SimpleRing.Matrix,0m1.596s,0m1.583s
Mathlib.Algebra.Category.ModuleCat.ChangeOfRings,0m17.155s,0m16.582s
Mathlib.RingTheory.Spectrum.Prime.Basic,0m2.496s,0m2.490s
Mathlib.RingTheory.Polynomial.Ideal,0m2.091s,0m2.029s
Mathlib.Dynamics.Newton,0m2.024s,0m1.998s
Mathlib.RingTheory.Polynomial.IrreducibleRing,0m1.803s,0m1.787s
Mathlib.RingTheory.Localization.AtPrime.Basic,0m3.452s,0m3.318s
Mathlib.NumberTheory.Dioph,0m3.844s,0m3.770s
Mathlib.CategoryTheory.Limits.Shapes.Preorder.WellOrderContinuous,0m1.685s,0m1.605s
Mathlib.CategoryTheory.Limits.FinallySmall,0m1.484s,0m1.475s
Mathlib.Algebra.Polynomial.Roots,0m3.403s,0m3.307s
Mathlib.Algebra.Polynomial.Taylor,0m2.303s,0m2.294s
Mathlib.CategoryTheory.Comma.Final,0m1.886s,0m1.900s
Mathlib.RingTheory.HopfAlgebra.MonoidAlgebra,0m2.729s,0m2.638s
Mathlib.Order.Interval.Set.Final,0m1.402s,0m1.279s
Mathlib.CategoryTheory.Enriched.Limits.HasConicalPullbacks,0m1.432s,0m1.293s
Mathlib.CategoryTheory.Limits.Constructions.Over.Connected,0m2.591s,0m2.325s
Mathlib.CategoryTheory.Enriched.Limits.HasConicalProducts,0m1.383s,0m1.262s
Mathlib.CategoryTheory.Closed.FunctorToTypes,0m1.288s,0m1.267s
Mathlib.CategoryTheory.Closed.Enrichment,0m1.503s,0m1.277s
Mathlib.AlgebraicTopology.SimplicialSet.NerveNondegenerate,0m2.113s,0m1.802s
Mathlib.CategoryTheory.Presentable.IsCardinalFiltered,0m2.461s,0m2.282s
Mathlib.AlgebraicTopology.SimplicialSet.NonDegenerateSimplicesSubcomplex,0m1.497s,0m1.493s
Mathlib.LinearAlgebra.Matrix.MvPolynomial,0m1.814s,0m1.677s
Mathlib.RingTheory.AdicCompletion.LocalRing,0m2.446s,0m2.332s
Mathlib.Algebra.MvPolynomial.Derivation,0m2.535s,0m2.489s
Mathlib.RingTheory.FreeCommRing,0m2.552s,0m2.419s
Mathlib.RingTheory.MvPolynomial.Symmetric.Defs,0m2.373s,0m2.286s
Mathlib.Algebra.MvPolynomial.Division,0m2.633s,0m2.584s
Mathlib.CategoryTheory.Closed.FunctorCategory.Complete,0m1.254s,0m1.277s
Mathlib.RingTheory.AlgebraicIndependent.Defs,0m2.010s,0m1.998s
Mathlib.Algebra.MvPolynomial.Expand,0m2.199s,0m2.208s
Mathlib.CategoryTheory.Monoidal.Closed.FunctorCategory.Basic,0m2.471s,0m2.324s
Mathlib.RingTheory.PowerSeries.CoeffMulMem,0m1.695s,0m1.677s
Mathlib.RingTheory.HahnSeries.PowerSeries,0m2.190s,0m2.205s
Mathlib.Algebra.Category.Ring.Adjunctions,0m4.781s,0m3.342s
Mathlib.RingTheory.PowerSeries.Trunc,0m2.493s,0m2.509s
Mathlib.RingTheory.Polynomial.Basic,0m3.851s,0m3.833s
Mathlib.RingTheory.HahnSeries.HEval,0m3.567s,0m3.533s
Mathlib.CategoryTheory.Generator.StrongGenerator,0m1.593s,0m1.588s
Mathlib.CategoryTheory.Adjunction.AdjointFunctorTheorems,0m1.468s,0m1.382s
Mathlib.RingTheory.PowerSeries.Order,0m2.376s,0m2.394s
Mathlib.RingTheory.PowerSeries.WellKnown,0m2.374s,0m2.403s
Mathlib.RingTheory.MvPolynomial.Localization,0m2.436s,0m2.423s
Mathlib.CategoryTheory.Generator.Preadditive,0m1.469s,0m1.494s
Mathlib.RingTheory.DividedPowers.Basic,0m2.833s,0m2.816s
Mathlib.CategoryTheory.Abelian.Subobject,0m1.687s,0m1.593s
Mathlib.CategoryTheory.Generator.Presheaf,0m1.893s,0m1.922s
Mathlib.CategoryTheory.MorphismProperty.WeakFactorizationSystem,0m1.395s,0m1.399s
Mathlib.Algebra.Homology.ImageToKernel,0m1.821s,0m1.896s
Mathlib.Topology.Sheaves.Sheaf,0m1.713s,0m1.695s
Mathlib.CategoryTheory.Sites.CoversTop,0m1.460s,0m1.497s
Mathlib.RingTheory.HopfAlgebra.TensorProduct,0m2.929s,0m2.750s
Mathlib.CategoryTheory.Sites.Sheafification,0m2.097s,0m1.982s
Mathlib.CategoryTheory.Sites.Coverage,0m2.523s,0m2.407s
Mathlib.CategoryTheory.Galois.Prorepresentability,0m3.133s,0m3.031s
Mathlib.CategoryTheory.Sites.Whiskering,0m2.200s,0m2.197s
Mathlib.Algebra.Category.Grp.Injective,0m1.794s,0m1.688s
Mathlib.Algebra.Homology.HomologicalComplex,0m4.432s,0m4.374s
Mathlib.CategoryTheory.Shift.ShiftedHomOpposite,0m2.191s,0m2.076s
Mathlib.CategoryTheory.Galois.Examples,0m2.056s,0m1.983s
Mathlib.Algebra.Category.ModuleCat.Abelian,0m2.365s,0m2.318s
Mathlib.Algebra.Category.ModuleCat.Subobject,0m2.449s,0m2.324s
Mathlib.CategoryTheory.Sites.Plus,0m4.623s,0m3.837s
Mathlib.LinearAlgebra.Dual.BaseChange,0m4.384s,0m4.227s
Mathlib.CategoryTheory.Abelian.Refinements,0m1.481s,0m1.500s
Mathlib.Algebra.Homology.ShortComplex.ShortExact,0m1.713s,0m1.688s
Mathlib.CategoryTheory.Triangulated.Opposite.Triangle,0m5.183s,0m4.979s
Mathlib.Algebra.Module.Presentation.Finite,0m1.813s,0m1.807s
Mathlib.Topology.MetricSpace.ProperSpace,0m1.606s,0m1.596s
Mathlib.CategoryTheory.Action.Monoidal,0m3.945s,0m4.070s
Mathlib.Topology.MetricSpace.Pseudo.Real,0m1.581s,0m1.577s
Mathlib.Topology.MetricSpace.Ultra.Pi,0m1.497s,0m1.497s
Mathlib.Algebra.Category.HopfAlgCat.Basic,0m2.424s,0m2.415s
Mathlib.Algebra.Homology.ExactSequence,0m2.595s,0m2.601s
Mathlib.Topology.MetricSpace.Basic,0m2.030s,0m2.008s
Mathlib.Analysis.Oscillation,0m1.909s,0m1.877s
Mathlib.Topology.UniformSpace.Ultra.Completion,0m1.394s,0m1.392s
Mathlib.CategoryTheory.Idempotents.SimplicialObject,0m1.499s,0m1.488s
Mathlib.Topology.Category.UniformSpace,0m1.883s,0m1.879s
Mathlib.Topology.Algebra.UniformMulAction,0m2.133s,0m2.096s
Mathlib.Topology.EMetricSpace.Lipschitz,0m2.507s,0m2.489s
Mathlib.Analysis.Convex.Cone.Closure,0m1.690s,0m1.679s
Mathlib.Topology.UniformSpace.HeineCantor,0m1.484s,0m1.489s
Mathlib.Topology.MetricSpace.Equicontinuity,0m1.567s,0m1.589s
Mathlib.Topology.UniformSpace.Ascoli,0m1.692s,0m1.670s
Mathlib.Geometry.Convex.Cone.Dual,0m3.078s,0m2.917s
Mathlib.Algebra.Category.CoalgCat.Monoidal,0m2.342s,0m2.238s
Mathlib.Algebra.Category.ModuleCat.Monoidal.Symmetric,0m2.315s,0m2.200s
Mathlib.Algebra.Category.AlgCat.Monoidal,0m3.228s,0m2.722s
Mathlib.CategoryTheory.Preadditive.HomOrthogonal,0m2.320s,0m2.272s
Mathlib.CategoryTheory.Triangulated.TriangleShift,0m5.734s,0m5.716s
Mathlib.Algebra.CharP.LinearMaps,0m2.738s,0m2.551s
Mathlib.Algebra.Category.ModuleCat.Adjunctions,0m4.309s,0m3.549s
Mathlib.GroupTheory.FreeGroup.GeneratorEquiv,0m2.109s,0m1.799s
Mathlib.Algebra.Module.SpanRank,0m2.454s,0m2.221s
Mathlib.CategoryTheory.Monoidal.Internal.Module,0m5.676s,0m4.003s
Mathlib.Algebra.QuadraticAlgebra.Defs,0m3.870s,0m3.676s
Mathlib.LinearAlgebra.Dimension.Free,0m2.660s,0m2.638s
Mathlib.Topology.Algebra.RestrictedProduct.TopologicalSpace,0m2.718s,0m2.725s
Mathlib.Topology.Algebra.Field,0m2.428s,0m2.397s
Mathlib.Topology.Category.TopCommRingCat,0m1.913s,0m1.867s
Mathlib.Topology.Algebra.MvPolynomial,0m1.900s,0m1.871s
Mathlib.LinearAlgebra.FreeModule.PID,0m4.886s,0m4.572s
Mathlib.RingTheory.AdicCompletion.Algebra,0m9.162s,0m7.564s
Mathlib.Topology.Algebra.Localization,0m1.615s,0m1.497s
Mathlib.Topology.Algebra.Module.Compact,0m1.732s,0m1.586s
Mathlib.LinearAlgebra.Reflection,0m7.465s,0m7.219s
Mathlib.Topology.Algebra.Ring.Ideal,0m1.730s,0m1.593s
Mathlib.Topology.Algebra.Group.ClosedSubgroup,0m1.811s,0m1.674s
Mathlib.Algebra.CharP.LocalRing,0m1.693s,0m1.686s
Mathlib.Topology.UniformSpace.Matrix,0m1.581s,0m1.613s
Mathlib.Topology.Algebra.ProperAction.Basic,0m2.298s,0m2.374s
Mathlib.Topology.Algebra.Module.Basic,0m2.412s,0m2.291s
Mathlib.RingTheory.MatrixPolynomialAlgebra,0m2.309s,0m2.296s
