rank,module,normal_time,skipkernel_time,time_diff,pct_diff
6590,Mathlib.Algebra.ContinuedFractions.ContinuantsRecurrence,1.37,1.46,-0.09,-6.3
6591,Mathlib.AlgebraicGeometry.Cover.MorphismProperty,3.25,3.47,-0.22,-6.3
6592,Mathlib.Order.SymmDiff,1.98,2.11,-0.13,-6.3
6593,Mathlib.Topology.Defs.Filter,1.71,1.82,-0.11,-6.3
6594,Mathlib.Algebra.Polynomial.Sequence,2.02,2.16,-0.14,-6.3
6595,Mathlib.Analysis.Meromorphic.TrailingCoefficient,3.60,3.84,-0.24,-6.3
6596,Mathlib.LinearAlgebra.CliffordAlgebra.Contraction,6.46,6.89,-0.44,-6.3
6597,Mathlib.Tactic.LinearCombination,1.91,2.04,-0.13,-6.3
6598,Mathlib.RingTheory.KrullDimension.PID,2.03,2.17,-0.14,-6.3
6599,Mathlib.Algebra.Group.PUnit,1.02,1.09,-0.07,-6.3
6600,Mathlib.Data.List.Sort,3.07,3.27,-0.21,-6.3
6601,Mathlib.NumberTheory.Zsqrtd.ToReal,1.82,1.94,-0.12,-6.3
6602,Mathlib.Algebra.Group.Subsemigroup.Defs,1.60,1.71,-0.11,-6.3
6603,Mathlib.Data.Set.Pairwise.Lattice,1.49,1.59,-0.10,-6.3
6604,Mathlib.Geometry.Euclidean.Angle.Sphere,4.49,4.79,-0.30,-6.3
6605,Mathlib.Data.Analysis.Filter,2.08,2.22,-0.14,-6.3
6606,Mathlib.Geometry.Euclidean.Triangle,3.72,3.97,-0.25,-6.3
6607,Mathlib.Algebra.Module.Equiv.Basic,6.52,6.96,-0.44,-6.4
6608,Mathlib.Algebra.Order.Ring.Unbundled.Rat,2.22,2.38,-0.15,-6.4
6609,Mathlib.Data.Set.Order,1.30,1.38,-0.09,-6.4
6610,Mathlib.Analysis.Calculus.Deriv.Comp,6.93,7.40,-0.47,-6.4
6611,Mathlib.AlgebraicGeometry.EllipticCurve.DivisionPolynomial.Basic,3.72,3.97,-0.25,-6.4
6612,Mathlib.Algebra.GroupWithZero.Submonoid.Primal,1.10,1.18,-0.07,-6.4
6613,Mathlib.Data.Real.CompleteField,1.72,1.83,-0.12,-6.4
6614,Mathlib.Order.Notation,1.41,1.50,-0.10,-6.4
6615,Mathlib.Logic.Encodable.Basic,1.79,1.91,-0.12,-6.4
6616,Mathlib.AlgebraicGeometry.PointsPi,3.22,3.44,-0.22,-6.4
6617,Mathlib.Topology.GDelta.Basic,1.49,1.60,-0.10,-6.4
6618,Mathlib.Algebra.Order.Floor.Div,2.39,2.55,-0.16,-6.4
6619,Mathlib.Order.Filter.Bases.Basic,2.21,2.36,-0.15,-6.4
6620,Mathlib.Computability.AkraBazzi.GrowsPolynomially,4.81,5.14,-0.33,-6.4
6621,Mathlib.RingTheory.Ideal.Height,2.94,3.14,-0.20,-6.4
6622,Mathlib.Topology.Bornology.Basic,1.49,1.59,-0.10,-6.4
6623,Mathlib.Data.Finset.Empty,1.39,1.48,-0.10,-6.4
6624,Mathlib.MeasureTheory.Measure.Sub,2.11,2.26,-0.15,-6.4
6625,Mathlib.Data.Multiset.FinsetOps,1.49,1.59,-0.10,-6.4
6626,Mathlib.CategoryTheory.Limits.Shapes.Pullback.Square,1.38,1.48,-0.09,-6.4
6627,Mathlib.GroupTheory.GroupAction.DomAct.ActionHom,1.29,1.38,-0.09,-6.4
6628,Mathlib.Data.Nat.Factorial.NatCast,1.48,1.58,-0.10,-6.4
6629,Mathlib.CategoryTheory.Monoidal.Closed.Transport,1.20,1.29,-0.08,-6.4
6630,Mathlib.Order.PFilter,1.52,1.63,-0.10,-6.4
6631,Mathlib.LinearAlgebra.QuadraticForm.Complex,2.84,3.04,-0.20,-6.5
6632,Mathlib.Topology.Algebra.Module.Equiv,10.40,11.12,-0.72,-6.5
6633,Mathlib.Data.Int.WithZero,1.49,1.59,-0.10,-6.5
6634,Mathlib.Data.Finset.Defs,1.59,1.70,-0.11,-6.5
6635,Mathlib.CategoryTheory.ConcreteCategory.Basic,1.77,1.90,-0.12,-6.5
6636,Mathlib.Algebra.Group.Basic,4.83,5.17,-0.33,-6.5
6637,Mathlib.Tactic.ApplyFun,1.51,1.62,-0.10,-6.5
6638,Mathlib.Topology.UniformSpace.Real,1.49,1.59,-0.10,-6.5
6639,Mathlib.LinearAlgebra.RootSystem.CartanMatrix,5.26,5.62,-0.37,-6.5
6640,Mathlib.Algebra.Module.Congruence.Defs,1.79,1.91,-0.12,-6.5
6641,Mathlib.Topology.Basic,1.38,1.48,-0.10,-6.5
6642,Mathlib.Algebra.Ring.Aut,1.31,1.40,-0.09,-6.5
6643,Mathlib.Topology.Category.LightProfinite.Extend,2.52,2.69,-0.18,-6.5
6644,Mathlib.FieldTheory.Finite.Basic,4.21,4.50,-0.29,-6.5
6645,Mathlib.Combinatorics.Additive.ETransform,1.72,1.84,-0.12,-6.5
6646,Mathlib.Tactic.NormNum.IsCoprime,1.51,1.61,-0.11,-6.5
6647,Mathlib.Topology.Algebra.InfiniteSum.ENNReal,1.81,1.93,-0.13,-6.5
6648,Mathlib.RingTheory.SimpleModule.IsAlgClosed,2.01,2.15,-0.14,-6.5
6649,Mathlib.Data.List.FinRange,1.29,1.38,-0.09,-6.5
6650,Mathlib.LinearAlgebra.RootSystem.Base,6.02,6.44,-0.42,-6.5
6651,Mathlib.MeasureTheory.Integral.SetToL1,16.98,18.17,-1.19,-6.5
6652,Mathlib.Topology.Order,2.07,2.21,-0.15,-6.5
6653,Mathlib.Analysis.BoxIntegral.Basic,7.02,7.51,-0.49,-6.6
6654,Mathlib.Topology.ContinuousMap.Bounded.Normed,6.02,6.44,-0.42,-6.6
6655,Mathlib.CategoryTheory.Limits.FormalCoproducts,5.72,6.12,-0.40,-6.6
6656,Mathlib.LinearAlgebra.ExteriorPower.Pairing,3.17,3.39,-0.22,-6.6
6657,Mathlib.Algebra.Symmetrized,2.84,3.04,-0.20,-6.6
6658,Mathlib.CategoryTheory.Category.TwoP,1.52,1.62,-0.11,-6.6
6659,Mathlib.NumberTheory.Padics.PadicVal.Defs,1.40,1.50,-0.10,-6.6
6660,Mathlib.NumberTheory.Harmonic.Int,1.71,1.83,-0.12,-6.6
6661,Mathlib.Tactic.CategoryTheory.BicategoryCoherence,1.70,1.82,-0.12,-6.6
6662,Mathlib.LinearAlgebra.AffineSpace.FiniteDimensional,4.12,4.41,-0.29,-6.6
6663,Mathlib.RingTheory.UniqueFactorizationDomain.Multiplicative,1.67,1.79,-0.12,-6.6
6664,Mathlib.Analysis.Normed.Order.Lattice,2.19,2.34,-0.15,-6.6
6665,Mathlib.RingTheory.Ideal.KrullsHeightTheorem,3.63,3.88,-0.26,-6.6
6666,Mathlib.Tactic.Ring.Basic,7.77,8.32,-0.55,-6.6
6667,Mathlib.Condensed.Light.Epi,2.66,2.85,-0.19,-6.6
6668,Mathlib.CategoryTheory.Limits.Yoneda,1.69,1.81,-0.12,-6.6
6669,Mathlib.Order.Interval.Set.InitialSeg,1.52,1.63,-0.11,-6.6
6670,Mathlib.Order.Heyting.Regular,1.72,1.84,-0.12,-6.6
6671,Mathlib.Algebra.Module.Submodule.EqLocus,1.48,1.58,-0.10,-6.6
6672,Mathlib.CategoryTheory.Comma.Arrow,2.31,2.47,-0.16,-6.6
6673,Mathlib.AlgebraicGeometry.Cover.Over,4.77,5.11,-0.34,-6.7
6674,Mathlib.GroupTheory.Submonoid.Center,1.89,2.02,-0.14,-6.7
6675,Mathlib.LinearAlgebra.CliffordAlgebra.SpinGroup,3.79,4.06,-0.27,-6.7
6676,Mathlib.Algebra.Order.Hom.Basic,1.59,1.71,-0.11,-6.7
6677,Mathlib.Condensed.Light.Small,3.02,3.24,-0.22,-6.7
6678,Mathlib.Order.MinMax,1.31,1.41,-0.09,-6.7
6679,Mathlib.Analysis.Normed.Module.FiniteDimension,6.60,7.07,-0.47,-6.7
6680,Mathlib.MeasureTheory.OuterMeasure.Basic,2.11,2.26,-0.15,-6.7
6681,Mathlib.Topology.Sheaves.MayerVietoris,1.91,2.05,-0.14,-6.7
6682,Mathlib.Algebra.Group.Units.Opposite,1.24,1.33,-0.09,-6.7
6683,Mathlib.Data.List.Duplicate,1.20,1.28,-0.09,-6.7
6684,Mathlib.Combinatorics.SimpleGraph.Regularity.Energy,1.50,1.61,-0.11,-6.7
6685,Mathlib.MeasureTheory.Measure.Lebesgue.EqHaar,6.40,6.86,-0.46,-6.7
6686,Mathlib.Analysis.Calculus.FDeriv.Comp,3.94,4.22,-0.28,-6.7
6687,Mathlib.CategoryTheory.Sites.PseudofunctorSheafOver,1.82,1.95,-0.13,-6.7
6688,Mathlib.CategoryTheory.MorphismProperty.Basic,1.89,2.02,-0.14,-6.7
6689,Mathlib.RingTheory.Congruence.Defs,1.98,2.12,-0.14,-6.7
6690,Mathlib.Algebra.Order.Group.Indicator,1.69,1.81,-0.12,-6.7
6691,Mathlib.NumberTheory.Wilson,1.96,2.10,-0.14,-6.7
6692,Mathlib.Order.Disjointed,1.57,1.69,-0.11,-6.8
6693,Mathlib.Data.Nat.Cast.Field,1.19,1.27,-0.09,-6.8
6694,Mathlib.Topology.Order.Rolle,1.49,1.60,-0.11,-6.8
6695,Mathlib.Order.Interval.Set.Pi,1.68,1.80,-0.12,-6.8
6696,Mathlib.RingTheory.WittVector.Defs,2.49,2.67,-0.18,-6.8
6697,Mathlib.Algebra.Order.GroupWithZero.WithZero,1.40,1.50,-0.10,-6.8
6698,Mathlib.GroupTheory.GroupAction.ConjAct,1.91,2.05,-0.14,-6.8
6699,Mathlib.AlgebraicGeometry.Morphisms.Etale,2.41,2.59,-0.18,-6.8
6700,Mathlib.CategoryTheory.Functor.Const,1.69,1.81,-0.12,-6.8
6701,Mathlib.Logic.Equiv.Fin.Basic,1.71,1.84,-0.12,-6.8
6702,Mathlib.Data.Num.Bitwise,1.60,1.72,-0.12,-6.8
6703,Mathlib.Topology.NhdsSet,1.50,1.61,-0.11,-6.8
6704,Mathlib.Analysis.NormedSpace.PiTensorProduct.ProjectiveSeminorm,1.82,1.95,-0.13,-6.8
6705,Mathlib.Logic.Encodable.Pi,1.31,1.41,-0.10,-6.8
6706,Mathlib.MeasureTheory.Measure.Typeclasses.Probability,2.40,2.58,-0.18,-6.8
6707,Mathlib.Data.Fin.Embedding,1.29,1.39,-0.09,-6.8
6708,Mathlib.Data.Nat.PowModTotient,1.79,1.93,-0.13,-6.9
6709,Mathlib.Algebra.Notation.Support,1.67,1.79,-0.12,-6.9
6710,Mathlib.Order.Interval.Finset.Basic,5.64,6.06,-0.42,-6.9
6711,Mathlib.Data.Multiset.Powerset,1.64,1.76,-0.12,-6.9
6712,Mathlib.GroupTheory.FiniteAbelian.Basic,2.63,2.82,-0.19,-6.9
6713,Mathlib.Computability.ContextFreeGrammar,1.83,1.96,-0.14,-6.9
6714,Mathlib.Combinatorics.Enumerative.DoubleCounting,1.58,1.70,-0.12,-6.9
6715,Mathlib.CategoryTheory.Adjunction.Additive,1.77,1.90,-0.13,-6.9
6716,Mathlib.CategoryTheory.Bicategory.Adjunction.Adj,2.84,3.05,-0.21,-6.9
6717,Mathlib.Analysis.Meromorphic.IsolatedZeros,1.99,2.13,-0.15,-6.9
6718,Mathlib.Order.Interval.Basic,2.44,2.62,-0.18,-6.9
6719,Mathlib.Analysis.Calculus.VectorField,6.34,6.82,-0.47,-6.9
6720,Mathlib.Data.Set.Finite.Basic,2.30,2.47,-0.17,-6.9
6721,Mathlib.Tactic.ModCases,1.46,1.57,-0.11,-6.9
6722,Mathlib.Algebra.Order.Group.DenselyOrdered,1.50,1.61,-0.11,-6.9
6723,Mathlib.CategoryTheory.FiberedCategory.BasedCategory,2.65,2.85,-0.20,-6.9
6724,Mathlib.Algebra.Lie.Abelian,4.58,4.93,-0.34,-6.9
6725,Mathlib.Analysis.Normed.Group.Hom,4.36,4.68,-0.32,-6.9
6726,Mathlib.Algebra.Order.Interval.Set.Monoid,1.19,1.28,-0.09,-6.9
6727,Mathlib.Analysis.Analytic.Order,4.31,4.63,-0.32,-7.0
6728,Mathlib.CategoryTheory.Monoidal.Free.Basic,3.14,3.38,-0.23,-7.0
6729,Mathlib.Computability.Primrec,3.33,3.58,-0.25,-7.0
6730,Mathlib.Order.Bounds.Image,1.60,1.72,-0.12,-7.0
6731,Mathlib.Analysis.Calculus.LineDeriv.Basic,4.25,4.56,-0.32,-7.0
6732,Mathlib.Tactic.NormNum.Irrational,3.17,3.41,-0.24,-7.0
6733,Mathlib.Order.Interval.Set.SurjOn,1.08,1.16,-0.08,-7.0
6734,Mathlib.Order.Irreducible,1.59,1.71,-0.12,-7.0
6735,Mathlib.Data.Finset.Option,1.41,1.51,-0.11,-7.0
6736,Mathlib.Data.Set.Lattice.Image,4.53,4.87,-0.34,-7.0
6737,Mathlib.Analysis.NormedSpace.OperatorNorm.NormedSpace,1.80,1.93,-0.14,-7.0
6738,Mathlib.Algebra.Star.SelfAdjoint,3.05,3.28,-0.23,-7.0
6739,Mathlib.Algebra.Group.Graph,2.45,2.64,-0.19,-7.1
6740,Mathlib.Data.Set.Semiring,1.58,1.70,-0.12,-7.1
6741,Mathlib.Control.Fold,1.47,1.58,-0.11,-7.1
6742,Mathlib.CategoryTheory.Closed.Types,1.29,1.39,-0.10,-7.1
6743,Mathlib.Data.List.ToFinsupp,1.50,1.61,-0.11,-7.1
6744,Mathlib.Data.Real.StarOrdered,1.71,1.84,-0.13,-7.1
6745,Mathlib.MeasureTheory.Measure.Haar.InnerProductSpace,4.16,4.47,-0.32,-7.1
6746,Mathlib.Topology.Algebra.PontryaginDual,2.44,2.63,-0.19,-7.1
6747,Mathlib.CategoryTheory.Abelian.GrothendieckCategory.HasExt,1.89,2.04,-0.15,-7.1
6748,Mathlib.Order.Sublocale,2.64,2.84,-0.20,-7.1
6749,Mathlib.Topology.Algebra.Valued.NormedValued,2.85,3.06,-0.22,-7.1
6750,Mathlib.CategoryTheory.FiberedCategory.Cocartesian,1.80,1.94,-0.14,-7.1
6751,Mathlib.Analysis.Calculus.Deriv.Basic,7.21,7.76,-0.55,-7.1
6752,Mathlib.Order.Interval.Finset.DenselyOrdered,1.39,1.50,-0.11,-7.1
6753,Mathlib.Analysis.Calculus.Deriv.Linear,2.41,2.60,-0.19,-7.1
6754,Mathlib.Control.Traversable.Equiv,1.12,1.20,-0.09,-7.1
6755,Mathlib.Algebra.Ring.Center,1.29,1.39,-0.10,-7.1
6756,Mathlib.Analysis.SpecialFunctions.Arsinh,2.70,2.91,-0.21,-7.1
6757,Mathlib.Algebra.Ring.Action.End,1.19,1.29,-0.09,-7.2
6758,Mathlib.Data.Nat.Factorial.BigOperators,1.39,1.50,-0.11,-7.2
6759,Mathlib.Analysis.Normed.Group.Lemmas,1.71,1.84,-0.13,-7.2
6760,Mathlib.GroupTheory.GroupAction.FixingSubgroup,1.70,1.83,-0.13,-7.2
6761,Mathlib.Order.Filter.AtTopBot.Floor,1.62,1.74,-0.12,-7.2
6762,Mathlib.Data.Finset.NatAntidiagonal,1.59,1.71,-0.12,-7.2
6763,Mathlib.Tactic.Simproc.FinsetInterval,2.19,2.37,-0.17,-7.2
6764,Mathlib.Algebra.Order.CauSeq.Basic,4.12,4.45,-0.32,-7.2
6765,Mathlib.Analysis.NormedSpace.Extend,1.76,1.90,-0.14,-7.2
6766,Mathlib.Order.Interval.Set.SuccPred,1.71,1.84,-0.13,-7.2
6767,Mathlib.Algebra.Ring.Action.Pointwise.Set,1.18,1.28,-0.09,-7.2
6768,Mathlib.Data.Finset.Pi,1.75,1.89,-0.14,-7.2
6769,Mathlib.RingTheory.Flat.Equalizer,10.21,11.01,-0.79,-7.2
6770,Mathlib.Algebra.Order.BigOperators.Expect,2.85,3.07,-0.22,-7.2
6771,Mathlib.Data.Rat.Cast.CharZero,1.58,1.70,-0.12,-7.2
6772,Mathlib.Analysis.InnerProductSpace.Semisimple,2.45,2.64,-0.19,-7.2
6773,Mathlib.GroupTheory.FreeGroup.Orbit,1.60,1.73,-0.12,-7.2
6774,Mathlib.Geometry.Group.Growth.QuotientInter,2.08,2.24,-0.16,-7.3
6775,Mathlib.Algebra.Ring.CentroidHom,5.19,5.60,-0.41,-7.3
6776,Mathlib.Analysis.Normed.Group.Ultra,2.92,3.15,-0.23,-7.3
6777,Mathlib.Algebra.Vertex.VertexOperator,2.03,2.19,-0.16,-7.3
6778,Mathlib.SetTheory.ZFC.Cardinal,1.60,1.73,-0.13,-7.3
6779,Mathlib.Tactic.Bound,1.69,1.82,-0.13,-7.3
6780,Mathlib.Order.FixedPoints,1.79,1.93,-0.14,-7.3
6781,Mathlib.Algebra.Order.Antidiag.Prod,1.64,1.77,-0.13,-7.3
6782,Mathlib.Data.Fin.Tuple.Sort,1.47,1.59,-0.12,-7.3
6783,Mathlib.Combinatorics.Enumerative.Stirling,1.28,1.38,-0.10,-7.3
6784,Mathlib.Logic.Equiv.PartialEquiv,2.31,2.49,-0.18,-7.3
6785,Mathlib.Analysis.NormedSpace.RCLike,1.77,1.92,-0.14,-7.3
6786,Mathlib.Data.PFunctor.Univariate.Basic,1.41,1.52,-0.11,-7.3
6787,Mathlib.Algebra.Category.ModuleCat.Ext.HasExt,1.79,1.93,-0.14,-7.3
6788,Mathlib.Analysis.Normed.Affine.Simplex,2.97,3.21,-0.24,-7.3
6789,Mathlib.CategoryTheory.Groupoid,1.50,1.62,-0.12,-7.3
6790,Mathlib.Algebra.Group.Action.Equidecomp,1.48,1.59,-0.12,-7.3
6791,Mathlib.Order.ULift,1.11,1.20,-0.09,-7.3
6792,Mathlib.Analysis.Calculus.FDeriv.RestrictScalars,3.14,3.39,-0.25,-7.3
6793,Mathlib.CategoryTheory.Monad.Adjunction,2.75,2.96,-0.22,-7.4
6794,Mathlib.Topology.Continuous,1.49,1.60,-0.12,-7.4
6795,Mathlib.NumberTheory.Niven,4.13,4.46,-0.33,-7.4
6796,Mathlib.Algebra.Order.GroupWithZero.Action.Synonym,1.20,1.30,-0.10,-7.4
6797,Mathlib.ModelTheory.Algebra.Field.IsAlgClosed,2.29,2.48,-0.18,-7.4
6798,Mathlib.Control.Functor.Multivariate,1.58,1.70,-0.13,-7.4
6799,Mathlib.Data.DFinsupp.Notation,1.39,1.50,-0.11,-7.4
6800,Mathlib.Data.PSigma.Order,1.39,1.50,-0.11,-7.4
6801,Mathlib.Data.DFinsupp.Interval,1.80,1.94,-0.14,-7.4
6802,Mathlib.Topology.UniformSpace.Path,1.81,1.95,-0.15,-7.4
6803,Mathlib.MeasureTheory.Function.AEEqOfLIntegral,2.26,2.45,-0.18,-7.4
6804,Mathlib.Combinatorics.Graph.Basic,1.60,1.73,-0.13,-7.4
6805,Mathlib.Condensed.Solid,2.12,2.29,-0.17,-7.5
6806,Mathlib.Tactic.FunProp.Differentiable,1.87,2.02,-0.15,-7.5
6807,Mathlib.Dynamics.BirkhoffSum.Average,1.51,1.64,-0.12,-7.5
6808,Mathlib.Analysis.BoxIntegral.Partition.Additive,2.52,2.72,-0.20,-7.5
6809,Mathlib.Algebra.CharP.Basic,1.39,1.50,-0.11,-7.5
6810,Mathlib.Order.Fin.Tuple,1.56,1.69,-0.13,-7.5
6811,Mathlib.Analysis.Calculus.DifferentialForm.Basic,5.13,5.55,-0.42,-7.5
6812,Mathlib.Geometry.Manifold.ContMDiff.Basic,3.33,3.60,-0.27,-7.5
6813,Mathlib.MeasureTheory.Measure.Decomposition.Lebesgue,4.04,4.37,-0.33,-7.5
6814,Mathlib.Order.Filter.AtTopBot.CountablyGenerated,1.53,1.66,-0.12,-7.5
6815,Mathlib.Combinatorics.SimpleGraph.Density,2.63,2.84,-0.21,-7.5
6816,Mathlib.Analysis.Calculus.Deriv.CompMul,2.08,2.24,-0.17,-7.5
6817,Mathlib.Topology.ContinuousMap.CompactlySupported,7.61,8.22,-0.62,-7.5
6818,Mathlib.AlgebraicGeometry.Sites.Representability,2.85,3.08,-0.23,-7.5
6819,Mathlib.MeasureTheory.MeasurableSpace.Invariants,1.29,1.40,-0.10,-7.5
6820,Mathlib.Data.PNat.Factors,1.60,1.73,-0.13,-7.5
6821,Mathlib.Topology.MetricSpace.BundledFun,2.19,2.36,-0.18,-7.5
6822,Mathlib.GroupTheory.Subgroup.Center,1.47,1.59,-0.12,-7.5
6823,Mathlib.Tactic.NormNum.NatFactorial,1.69,1.83,-0.14,-7.5
6824,Mathlib.Data.TwoPointing,1.00,1.09,-0.08,-7.5
6825,Mathlib.Algebra.Star.MonoidHom,1.89,2.05,-0.16,-7.6
6826,Mathlib.RingTheory.Perfection,5.61,6.07,-0.46,-7.6
6827,Mathlib.Algebra.Order.GroupWithZero.Finset,1.39,1.50,-0.11,-7.6
6828,Mathlib.Data.Fintype.Card,1.61,1.74,-0.13,-7.6
6829,Mathlib.RingTheory.Valuation.ValuativeRel,1.50,1.62,-0.12,-7.6
6830,Mathlib.Analysis.Normed.Unbundled.SeminormFromConst,2.73,2.95,-0.22,-7.6
6831,Mathlib.Data.Multiset.Fold,1.29,1.40,-0.11,-7.6
6832,Mathlib.CategoryTheory.Limits.Unit,1.31,1.42,-0.11,-7.6
6833,Mathlib.Tactic.Linter.EmptyLine,0.90,0.97,-0.07,-7.6
6834,Mathlib.CategoryTheory.Limits.Types.Pullbacks,1.80,1.95,-0.15,-7.6
6835,Mathlib.Algebra.Group.Subsemigroup.Membership,1.51,1.63,-0.12,-7.6
6836,Mathlib.Analysis.Calculus.AddTorsor.AffineMap,2.10,2.27,-0.17,-7.6
6837,Mathlib.Algebra.Order.Round,2.38,2.57,-0.20,-7.6
6838,Mathlib.Topology.Separation.NotNormal,2.03,2.19,-0.17,-7.6
6839,Mathlib.Topology.Algebra.InfiniteSum.Real,1.82,1.98,-0.15,-7.6
6840,Mathlib.CategoryTheory.Preadditive.Schur,2.50,2.70,-0.21,-7.7
6841,Mathlib.Algebra.Homology.DerivedCategory.Ext.Linear,2.55,2.76,-0.21,-7.7
6842,Mathlib.GroupTheory.Subgroup.Saturated,1.29,1.39,-0.11,-7.7
6843,Mathlib.Algebra.Order.Field.Pointwise,1.18,1.28,-0.10,-7.7
6844,Mathlib.CategoryTheory.Center.Basic,1.41,1.52,-0.12,-7.7
6845,Mathlib.Control.LawfulFix,1.39,1.51,-0.12,-7.7
6846,Mathlib.SetTheory.Ordinal.Basic,3.95,4.28,-0.33,-7.7
6847,Mathlib.Analysis.Meromorphic.FactorizedRational,3.87,4.19,-0.32,-7.7
6848,Mathlib.Tactic.Positivity,1.41,1.53,-0.12,-7.7
6849,Mathlib.Data.Finset.Attach,1.19,1.28,-0.10,-7.7
6850,Mathlib.CategoryTheory.Limits.FunctorCategory.Shapes.Kernels,1.38,1.49,-0.12,-7.7
6851,Mathlib.Topology.Partial,1.29,1.40,-0.11,-7.7
6852,Mathlib.Order.SuccPred.Archimedean,1.78,1.93,-0.15,-7.7
6853,Mathlib.AlgebraicGeometry.ValuativeCriterion,3.98,4.31,-0.33,-7.7
6854,Mathlib.Geometry.Euclidean.Angle.Unoriented.TriangleInequality,3.39,3.67,-0.28,-7.7
6855,Mathlib.Order.Category.LinOrd,1.78,1.93,-0.15,-7.7
6856,Mathlib.AlgebraicGeometry.Morphisms.Finite,2.69,2.92,-0.23,-7.7
6857,Mathlib.Data.Set.Finite.Lemmas,1.42,1.53,-0.12,-7.8
6858,Mathlib.CategoryTheory.Localization.Equivalence,1.40,1.52,-0.12,-7.8
6859,Mathlib.LinearAlgebra.CliffordAlgebra.Inversion,2.44,2.64,-0.21,-7.8
6860,Mathlib.MeasureTheory.Measure.MutuallySingular,2.41,2.61,-0.20,-7.8
6861,Mathlib.Order.CompleteLattice.Lemmas,1.27,1.38,-0.11,-7.8
6862,Mathlib.Algebra.Ring.Prod,2.11,2.29,-0.18,-7.8
6863,Mathlib.AlgebraicTopology.ModelCategory.LeftHomotopy,2.22,2.41,-0.19,-7.8
6864,Mathlib.Data.TypeVec,2.88,3.13,-0.24,-7.8
6865,Mathlib.Analysis.Normed.Group.Completion,1.81,1.96,-0.15,-7.8
6866,Mathlib.Order.Filter.Pi,1.78,1.93,-0.15,-7.8
6867,Mathlib.Algebra.Order.Module.Equiv,1.32,1.43,-0.11,-7.8
6868,Mathlib.ModelTheory.Basic,2.73,2.97,-0.23,-7.8
6869,Mathlib.CategoryTheory.Adjunction.CompositionIso,1.84,1.99,-0.16,-7.8
6870,Mathlib.RingTheory.Valuation.DiscreteValuativeRel,2.19,2.38,-0.19,-7.8
6871,Mathlib.Tactic.GeneralizeProofs,2.83,3.07,-0.24,-7.8
6872,Mathlib.Combinatorics.Additive.Convolution,2.29,2.49,-0.20,-7.8
6873,Mathlib.Data.Nat.Choose.Mul,1.29,1.40,-0.11,-7.8
6874,Mathlib.RingTheory.Etale.Basic,2.52,2.73,-0.21,-7.8
6875,Mathlib.Algebra.Order.Field.Power,1.88,2.04,-0.16,-7.8
6876,Mathlib.RingTheory.Nilpotent.Basic,1.65,1.79,-0.14,-7.9
6877,Mathlib.Data.Finset.Range,1.50,1.63,-0.13,-7.9
6878,Mathlib.MeasureTheory.MeasurableSpace.Instances,1.29,1.40,-0.11,-7.9
6879,Mathlib.AlgebraicGeometry.AffineTransitionLimit,22.47,24.39,-1.92,-7.9
6880,Mathlib.Data.Finset.Fin,1.19,1.29,-0.10,-7.9
6881,Mathlib.Data.Nat.Cast.SetInterval,1.18,1.28,-0.10,-7.9
6882,Mathlib.Algebra.GroupWithZero.Action.TransferInstance,1.27,1.38,-0.11,-7.9
6883,Mathlib.Algebra.Group.Subgroup.Finsupp,1.61,1.75,-0.14,-7.9
6884,Mathlib.Geometry.Manifold.IsManifold.Basic,4.74,5.15,-0.41,-7.9
6885,Mathlib.CategoryTheory.Monoidal.Multifunctor,8.37,9.09,-0.72,-7.9
6886,Mathlib.AlgebraicGeometry.EllipticCurve.Projective.Point,3.61,3.92,-0.31,-7.9
6887,Mathlib.RingTheory.ClassGroup,6.45,7.01,-0.56,-7.9
6888,Mathlib.MeasureTheory.Function.LpSpace.ContinuousCompMeasurePreserving,2.54,2.76,-0.22,-7.9
6889,Mathlib.Algebra.Ring.Action.Invariant,1.28,1.39,-0.11,-7.9
6890,Mathlib.Algebra.Vertex.HVertexOperator,2.82,3.06,-0.24,-7.9
6891,Mathlib.CategoryTheory.FiberedCategory.Fibered,1.38,1.50,-0.12,-7.9
6892,Mathlib.Algebra.Category.ModuleCat.ExteriorPower,2.61,2.84,-0.23,-8.0
6893,Mathlib.Combinatorics.Derangements.Finite,1.49,1.62,-0.13,-8.0
6894,Mathlib.Control.Traversable.Instances,1.51,1.64,-0.13,-8.0
6895,Mathlib.Analysis.Complex.RealDeriv,2.83,3.08,-0.25,-8.0
6896,Mathlib.Data.Int.ModEq,1.57,1.70,-0.14,-8.0
6897,Mathlib.MeasureTheory.Function.L1Space.HasFiniteIntegral,3.07,3.34,-0.27,-8.0
6898,Mathlib.RingTheory.Polynomial.ScaleRoots,2.63,2.86,-0.23,-8.0
6899,Mathlib.CategoryTheory.Monoidal.NaturalTransformation,2.45,2.66,-0.21,-8.0
6900,Mathlib.Data.Nat.WithBot,1.09,1.19,-0.09,-8.0
6901,Mathlib.RingTheory.KrullDimension.Module,2.32,2.52,-0.20,-8.0
6902,Mathlib.NumberTheory.EulerProduct.ExpLog,2.28,2.48,-0.20,-8.0
6903,Mathlib.NumberTheory.Transcendental.Liouville.Residual,2.27,2.47,-0.20,-8.0
6904,Mathlib.Geometry.RingedSpace.LocallyRingedSpace.ResidueField,2.43,2.64,-0.21,-8.0
6905,Mathlib.Data.PNat.Xgcd,1.75,1.91,-0.15,-8.0
6906,Mathlib.GroupTheory.GroupAction.Support,1.19,1.29,-0.10,-8.0
